index,T1_CPU,T1_Time,T2_CPU,T2_Time
117,178,1.810283899307251,392,1.8347570896148682
118,11,1.8055827617645264,112,1.8305344581604004
119,125,1.809523344039917,397,1.8333768844604492
120,88,1.8004586696624756,228,1.8204638957977295
121,286,1.8258280754089355,116,1.8258280754089355
122,135,1.8222358226776123,65,1.812187910079956
123,218,1.8087992668151855,442,1.8331096172332764
124,54,1.8045485019683838,188,1.8292968273162842
125,79,1.8053419589996338,291,1.833885908126831
126,396,1.8301901817321777,119,1.8201208114624023
127,8,1.8009424209594727,112,1.8294098377227783
128,172,1.8088951110839844,497,1.8333361148834229
129,68,1.805211067199707,409,1.8339121341705322
130,344,1.8350138664245605,27,1.8230061531066895
131,299,1.8302702903747559,125,1.8202269077301025
132,413,1.8347480297088623,87,1.8227031230926514
133,66,1.7979404926300049,424,1.8279919624328613
134,295,1.8327853679656982,3,1.8160152435302734
135,49,1.8043527603149414,345,1.8330745697021484
136,23,1.8045473098754883,129,1.8287091255187988
137,18,1.804828405380249,49,1.8253793716430664
138,71,1.8045754432678223,182,1.824552297592163
139,337,1.8340427875518799,146,1.8251922130584717
140,168,1.8079063892364502,390,1.8329432010650635
141,13,1.8038601875305176,43,1.8248169422149658
142,54,1.8038454055786133,132,1.8240177631378174
143,112,1.808086633682251,323,1.8333990573883057
144,91,1.8026330471038818,197,1.827763557434082
145,51,1.8216099739074707,5,1.8176100254058838
146,225,1.8339567184448242,112,1.825284719467163
147,170,1.8279294967651367,43,1.8179924488067627
148,72,1.802173376083374,364,1.8321924209594727
149,2,1.801238775253296,40,1.8213820457458496
150,61,1.796854019165039,140,1.816856861114502
151,170,1.8259308338165283,80,1.8169434070587158
152,477,1.8334624767303467,197,1.8251831531524658
153,244,1.8340978622436523,12,1.8221378326416016
154,3,1.7976148128509521,23,1.8176147937774658
155,19,1.798978328704834,189,1.8343207836151123
156,284,1.8345177173614502,138,1.8245549201965332
157,37,1.8050804138183594,300,1.8330974578857422
158,12,1.803835153579712,41,1.825577735900879
159,191,1.828970193862915,70,1.821439266204834
160,1,1.800034999847412,43,1.820915937423706
161,156,1.8174192905426025,66,1.816051721572876
162,310,1.8341197967529297,44,1.821580410003662
163,464,1.8276536464691162,219,1.8176116943359375
164,200,1.8303430080413818,99,1.8214268684387207
