,T1_CPU,T1_Time,T2_CPU,T2_Time
47,41,1.8261141777038574,37,1.8221535682678223
48,234,1.8358733654022217,153,1.825943946838379
49,234,1.8394267559051514,231,1.8280155658721924
50,316,1.8327703475952148,19,1.8203959465026855
51,102,1.8240938186645508,102,1.8240938186645508
52,8,1.8156547546386719,189,1.8278477191925049
53,315,1.8385186195373535,107,1.826551914215088
54,313,1.836993932723999,23,1.819009780883789
55,239,1.8301451206207275,23,1.8202168941497803
56,254,1.843921184539795,241,1.835862398147583
57,32,1.8212599754333496,90,1.8212599754333496
58,98,1.8251028060913086,15,1.8166511058807373
59,358,1.8375988006591797,390,1.8375988006591797
60,110,1.8255815505981445,206,1.8288640975952148
61,188,1.8201684951782227,231,1.8298230171203613
62,154,1.8279249668121338,246,1.8359036445617676
63,300,1.8337457180023193,304,1.842345952987671
64,52,1.8220221996307373,80,1.8299939632415771
65,234,1.8284893035888672,83,1.8184881210327148
66,146,1.8339588642120361,145,1.8169958591461182
67,103,1.829237461090088,71,1.8206095695495605
68,100,1.8243815898895264,317,1.8371355533599854
69,239,1.837852954864502,101,1.8258562088012695
70,220,1.8301935195922852,119,1.8202500343322754
71,212,1.8299024105072021,336,1.8411767482757568
72,123,1.829603672027588,75,1.8210699558258057
73,267,1.837353229522705,117,1.8252630233764648
74,82,1.8156001567840576,106,1.8258709907531738
75,10,1.8185770511627197,47,1.8273496627807617
76,274,1.8344666957855225,3,1.8178730010986328
77,191,1.8336527347564697,131,1.8259203433990479
78,121,1.8312199115753174,7,1.811244249343872
79,269,1.8295109272003174,129,1.8194653987884521
80,355,1.8385334014892578,163,1.830259084701538
81,162,1.834155559539795,159,1.8257803916931152
82,92,1.8294124603271484,63,1.8214240074157715
83,262,1.839885950088501,257,1.8297758102416992
84,268,1.837820291519165,157,1.824758768081665
85,590,1.844893455505371,653,1.8528616428375244
86,10,1.8170490264892578,31,1.8275799751281738
87,124,1.8227179050445557,423,1.842585563659668
88,104,1.8210747241973877,240,1.8310744762420654
89,226,1.835129976272583,99,1.8276474475860596
90,340,1.8363306522369385,129,1.8242783546447754
91,57,1.8252348899841309,29,1.8212356567382812
92,118,1.8236517906188965,314,1.8297178745269775
93,232,1.8293983936309814,183,1.8197145462036133
94,76,1.8250689506530762,233,1.833101511001587
95,193,1.8256049156188965,65,1.8153045177459717
96,248,1.834669589996338,278,1.8429200649261475
97,227,1.8325393199920654,159,1.8224892616271973
98,222,1.8297884464263916,280,1.8398098945617676
99,430,1.8301959037780762,81,1.8201618194580078
100,596,1.8482649326324463,601,1.8482649326324463
101,142,1.8330388069152832,101,1.8254008293151855
102,58,1.8230104446411133,113,1.8311142921447754
103,175,1.834092140197754,163,1.8255894184112549
104,22,1.8203949928283691,380,1.8360178470611572
105,214,1.8282546997070312,408,1.8413658142089844
106,400,1.8459961414337158,313,1.8329060077667236
107,70,1.8243417739868164,53,1.8212945461273193
108,70,1.8244409561157227,143,1.8329637050628662
109,138,1.8239586353302002,222,1.8366763591766357
110,36,1.8207628726959229,189,1.8328497409820557
111,510,1.8452446460723877,391,1.8352458477020264
112,6,1.8142280578613281,12,1.8222062587738037
113,218,1.8252842426300049,358,1.835500717163086
114,38,1.821054458618164,45,1.821054458618164
115,214,1.832441806793213,31,1.813249111175537
116,239,1.8365931510925293,211,1.8289108276367188
117,58,1.8212060928344727,83,1.8287849426269531
118,76,1.8296496868133545,41,1.8221917152404785
119,288,1.834805965423584,349,1.8422329425811768
120,172,1.8337624073028564,77,1.825552225112915
121,98,1.8297247886657715,85,1.820885419845581
122,338,1.8368744850158691,370,1.8368744850158691
123,42,1.8229739665985107,122,1.8349182605743408
124,244,1.8266704082489014,373,1.836531639099121
125,178,1.82731294631958,224,1.8357975482940674
126,228,1.838451623916626,181,1.8304376602172852
127,119,1.8291833400726318,91,1.8190910816192627
128,408,1.831700325012207,413,1.8416409492492676
129,118,1.8270330429077148,165,1.8355238437652588
130,162,1.825242280960083,279,1.8382978439331055
131,372,1.8400673866271973,233,1.8300092220306396
132,8,1.817060947418213,108,1.829028844833374
133,326,1.8344416618347168,461,1.8466477394104004
134,144,1.8257873058319092,384,1.8420042991638184
135,303,1.8291642665863037,23,1.8194828033447266
136,287,1.8411650657653809,243,1.8325819969177246
137,362,1.837003231048584,127,1.819955825805664
138,140,1.8205780982971191,397,1.8408982753753662
139,280,1.835007905960083,21,1.8223204612731934
140,110,1.825486660003662,327,1.8382396697998047
141,64,1.821300745010376,138,1.833677053451538
142,44,1.8253421783447266,33,1.8213481903076172
143,150,1.8256034851074219,161,1.8338861465454102
144,321,1.8330867290496826,281,1.8330867290496826
145,320,1.83284592628479,367,1.8407213687896729
146,46,1.8200047016143799,62,1.8243083953857422
147,117,1.830263376235962,115,1.8260369300842285
148,222,1.829742193222046,309,1.8417744636535645
149,184,1.8285844326019287,197,1.8367655277252197
150,70,1.8304595947265625,33,1.8229568004608154
151,198,1.8379271030426025,173,1.829038381576538
152,150,1.833653450012207,51,1.8215417861938477
153,152,1.8279755115509033,345,1.8380107879638672
154,28,1.820619821548462,36,1.8246097564697266
155,84,1.816798448562622,100,1.82686185836792
156,136,1.8241779804229736,150,1.834230899810791
157,444,1.8460056781768799,371,1.838240623474121
158,214,1.8305842876434326,43,1.8102927207946777
159,20,1.8181078433990479,13,1.8181078433990479
160,10,1.8218774795532227,167,1.8298945426940918
161,234,1.8327364921569824,249,1.8413214683532715
162,90,1.8258280754089355,288,1.8378074169158936
163,192,1.837355136871338,147,1.8255078792572021
164,24,1.8207900524139404,61,1.8249866962432861
165,161,1.8294875621795654,139,1.8197407722473145
166,297,1.8388397693634033,101,1.8264472484588623
167,433,1.840926170349121,409,1.831007480621338
168,199,1.8378987312316895,197,1.8294708728790283
169,60,1.8167121410369873,294,1.8367135524749756
170,304,1.8330838680267334,377,1.8431456089019775
171,172,1.8294692039489746,215,1.831709623336792
172,305,1.8400654792785645,211,1.832688570022583
173,328,1.8423242568969727,315,1.8322477340698242
174,40,1.8259258270263672,33,1.8219599723815918
175,160,1.8261990547180176,175,1.8337137699127197
176,202,1.8223273754119873,206,1.832301378250122
177,272,1.8338818550109863,280,1.841860294342041
178,406,1.8317372798919678,527,1.8417174816131592
179,8,1.817488431930542,34,1.8216650485992432
180,217,1.8374578952789307,157,1.8249859809875488
181,274,1.8303015232086182,424,1.8400180339813232
182,262,1.8326060771942139,37,1.8126230239868164
183,190,1.823951244354248,219,1.8340048789978027
184,244,1.8341987133026123,290,1.841909408569336
185,110,1.820965051651001,188,1.8308837413787842
186,38,1.8194687366485596,222,1.8322079181671143
187,380,1.839332103729248,111,1.826735019683838
188,210,1.8219568729400635,222,1.831911563873291
189,118,1.826686143875122,41,1.8166351318359375
190,8,1.8178150653839111,287,1.8337526321411133
191,410,1.8383853435516357,585,1.851118803024292
192,24,1.814516544342041,70,1.8245837688446045
193,106,1.8293132781982422,85,1.8213343620300293
194,108,1.8260602951049805,131,1.8297951221466064
195,146,1.8199090957641602,353,1.8395419120788574
196,380,1.8410718441009521,149,1.8251144886016846
197,82,1.8257856369018555,170,1.8341069221496582
198,361,1.840740442276001,323,1.8332388401031494
199,131,1.8292357921600342,37,1.8195250034332275
200,391,1.8452074527740479,297,1.8330435752868652
201,94,1.8245611190795898,411,1.837555170059204
202,50,1.8162810802459717,54,1.82633376121521
203,240,1.8332829475402832,344,1.841383934020996
204,80,1.8216722011566162,117,1.8295109272003174
205,78,1.825094223022461,240,1.825094223022461
206,230,1.8377232551574707,193,1.8288304805755615
207,62,1.8250820636749268,47,1.8221230506896973
208,214,1.8334088325500488,51,1.8216257095336914
209,404,1.8404960632324219,323,1.8301396369934082
210,8,1.8095674514770508,270,1.8329927921295166
211,134,1.8326473236083984,51,1.8201231956481934
212,112,1.8241901397705078,293,1.8368637561798096
213,187,1.8289408683776855,143,1.8186564445495605
214,485,1.837054967880249,379,1.837054967880249
215,132,1.8243415355682373,193,1.8243415355682373
216,150,1.825721263885498,446,1.8414924144744873
217,106,1.8245086669921875,303,1.8345084190368652
218,138,1.8325459957122803,101,1.8196954727172852
219,510,1.8422627449035645,555,1.8502416610717773
220,162,1.816054105758667,265,1.836057424545288
221,10,1.8106660842895508,22,1.8207976818084717
222,46,1.8222603797912598,238,1.8347396850585938
223,419,1.8433513641357422,157,1.8313252925872803
224,68,1.8206887245178223,117,1.8286712169647217
225,165,1.8343515396118164,73,1.8240783214569092
226,186,1.8355278968811035,171,1.8310143947601318
227,178,1.8284096717834473,17,1.8202285766601562
228,90,1.8213436603546143,109,1.8289732933044434
229,134,1.8259291648864746,161,1.8337762355804443
230,184,1.8290343284606934,427,1.833284616470337
231,120,1.8252794742584229,160,1.833606243133545
232,291,1.8377408981323242,221,1.8276896476745605
233,112,1.83024263381958,71,1.821728229522705
234,164,1.826019287109375,47,1.816298246383667
235,352,1.8412697315216064,337,1.8364267349243164
236,76,1.8200275897979736,45,1.8200275897979736
237,302,1.8350074291229248,31,1.8229670524597168
238,108,1.8206913471221924,411,1.8406550884246826
239,19,1.822331190109253,7,1.818263053894043
240,304,1.8332841396331787,265,1.82328462600708
241,255,1.8336803913116455,79,1.8253812789916992
242,380,1.8302280902862549,468,1.8402798175811768
243,108,1.8185710906982422,119,1.828500509262085
244,154,1.8320367336273193,29,1.8198552131652832
245,228,1.8290622234344482,219,1.8290622234344482
246,403,1.8425061702728271,199,1.8299288749694824
247,220,1.8347394466400146,79,1.8266103267669678
