index,T1_CPU,T1_Time,T2_CPU,T2_Time
0,80,1.803299903869629,333,1.8318724632263184
1,104,1.824352502822876,36,1.814262866973877
2,153,1.8098890781402588,366,1.8341131210327148
3,19,1.8033456802368164,270,1.8332128524780273
4,329,1.8001787662506104,660,1.8298778533935547
5,543,1.8370728492736816,109,1.8241076469421387
6,299,1.8344273567199707,9,1.8183963298797607
7,344,1.8331241607666016,131,1.8234226703643799
8,541,1.836862325668335,181,1.8247783184051514
9,290,1.8266663551330566,138,1.8266663551330566
10,60,1.8044252395629883,260,1.824173927307129
11,122,1.8294780254364014,6,1.816823959350586
12,40,1.802772045135498,300,1.832763910293579
13,154,1.826098918914795,67,1.8220806121826172
14,5,1.7984192371368408,21,1.819638729095459
15,75,1.8050169944763184,474,1.837810754776001
16,65,1.8051202297210693,205,1.8301379680633545
17,35,1.8034436702728271,288,1.8319010734558105
18,77,1.8223114013671875,29,1.812276840209961
19,92,1.8011717796325684,227,1.8211514949798584
20,450,1.8281629085540771,51,1.8180785179138184
21,34,1.8217666149139404,3,1.8119239807128906
22,457,1.8334362506866455,200,1.8247182369232178
23,249,1.8337717056274414,58,1.8213930130004883
24,376,1.832838773727417,182,1.8240387439727783
25,274,1.8270626068115234,8,1.817115306854248
26,203,1.8284120559692383,83,1.819772481918335
27,457,1.8313121795654297,185,1.8213796615600586
28,249,1.8312273025512695,124,1.8211748600006104
29,176,1.8303937911987305,68,1.8226652145385742
30,169,1.808689832687378,418,1.8324930667877197
31,108,1.8045992851257324,271,1.8243467807769775
32,304,1.8330581188201904,24,1.8200786113739014
33,389,1.8288068771362305,159,1.8187096118927002
34,245,1.8350729942321777,21,1.8223042488098145
35,542,1.832273006439209,200,1.8243131637573242
36,185,1.8087639808654785,707,1.8415920734405518
37,63,1.8045732975006104,228,1.829756736755371
38,48,1.804758071899414,201,1.8289806842803955
39,157,1.8267326354980469,41,1.8167309761047363
40,156,1.8077974319458008,428,1.8317322731018066
41,71,1.8040823936462402,214,1.8287312984466553
42,263,1.829474687576294,70,1.8208739757537842
43,489,1.8335034847259521,206,1.8261585235595703
44,432,1.8333404064178467,190,1.825788974761963
45,163,1.8260748386383057,78,1.8180713653564453
46,97,1.8048465251922607,203,1.8292744159698486
47,77,1.8267030715942383,11,1.8187150955200195
48,248,1.8283681869506836,69,1.8183064460754395
49,126,1.8103916645050049,319,1.8349566459655762
50,431,1.8369801044464111,50,1.820580244064331
51,34,1.7992093563079834,68,1.8191678524017334
52,29,1.8037190437316895,246,1.8330113887786865
53,356,1.8343696594238281,36,1.8216171264648438
54,396,1.838332176208496,21,1.8206377029418945
55,295,1.8348584175109863,21,1.8223943710327148
56,275,1.8349461555480957,129,1.826711893081665
57,14,1.803762674331665,79,1.823779821395874
58,186,1.8306398391723633,26,1.823099136352539
59,208,1.80802321434021,459,1.8326301574707031
60,111,1.8089110851287842,281,1.8328471183776855
61,316,1.8334548473358154,152,1.8253638744354248
62,69,1.8054440021514893,263,1.83335280418396
63,169,1.8008966445922852,342,1.8311829566955566
64,110,1.8236987590789795,39,1.815232276916504
65,321,1.8327608108520508,94,1.8207616806030273
66,127,1.8260023593902588,63,1.8179147243499756
67,57,1.8045024871826172,141,1.825359582901001
68,33,1.80413818359375,361,1.836747169494629
69,326,1.8337070941925049,105,1.8254153728485107
70,227,1.8330588340759277,45,1.8203978538513184
71,109,1.8080370426177979,386,1.8380582332611084
72,96,1.8257639408111572,16,1.8172569274902344
73,291,1.832836389541626,43,1.8206074237823486
74,20,1.7986514568328857,72,1.8186171054840088
75,28,1.8002643585205078,122,1.8203356266021729
76,370,1.8343772888183594,35,1.8220136165618896
77,188,1.8286066055297852,54,1.8206288814544678
78,155,1.827282428741455,32,1.8174259662628174
79,367,1.8336737155914307,125,1.8251802921295166
80,412,1.8267230987548828,76,1.8163671493530273
81,147,1.8249218463897705,72,1.81658935546875
82,47,1.801931619644165,126,1.8219313621520996
83,284,1.831892490386963,139,1.8237626552581787
84,293,1.8343546390533447,71,1.8225617408752441
85,366,1.8069379329681396,817,1.826913595199585
86,48,1.8050334453582764,504,1.8373363018035889
87,34,1.804835319519043,327,1.8339927196502686
88,308,1.8344111442565918,104,1.8261945247650146
89,392,1.8334598541259766,52,1.8206291198730469
90,23,1.805281400680542,79,1.825228214263916
91,44,1.7959017753601074,356,1.8259518146514893
92,316,1.8323204517364502,89,1.8194572925567627
93,89,1.8047900199890137,318,1.833958625793457
94,263,1.8301703929901123,81,1.8221101760864258
95,133,1.8075978755950928,307,1.8276371955871582
96,238,1.8291971683502197,73,1.8207170963287354
97,116,1.8089711666107178,310,1.8292570114135742
98,587,1.8381121158599854,92,1.8216688632965088
99,371,1.808593511581421,748,1.833441972732544
100,121,1.8298962116241455,33,1.8175978660583496
101,3,1.8024282455444336,81,1.8263959884643555
102,166,1.8244106769561768,75,1.8164315223693848
103,20,1.8031160831451416,488,1.8357219696044922
104,110,1.8091588020324707,485,1.8376736640930176
105,473,1.8313775062561035,178,1.823291301727295
106,84,1.805952787399292,268,1.8301663398742676
107,130,1.8073999881744385,302,1.8338849544525146
108,11,1.8047196865081787,208,1.8343157768249512
109,622,1.836543321609497,230,1.824291706085205
110,41,1.8037593364715576,90,1.8239867687225342
111,113,1.8081707954406738,416,1.8368003368377686
112,250,1.8343307971954346,16,1.8216590881347656
113,255,1.833446741104126,109,1.8252050876617432
114,76,1.8051202297210693,186,1.8296971321105957
115,176,1.8295907974243164,65,1.821819543838501
116,233,1.808924674987793,477,1.8339085578918457
117,235,1.8350965976715088,17,1.8232345581054688
118,40,1.8049967288970947,134,1.825721263885498
119,194,1.8091201782226562,431,1.834059715270996
120,6,1.798403263092041,108,1.818516492843628
121,130,1.8075299263000488,436,1.8315293788909912
122,85,1.8051154613494873,233,1.829725742340088
123,384,1.8308131694793701,160,1.8207921981811523
124,65,1.7990167140960693,162,1.8189780712127686
125,242,1.802328109741211,491,1.8323571681976318
126,45,1.8051199913024902,226,1.8345654010772705
127,75,1.8046882152557373,309,1.8331189155578613
128,436,1.837357521057129,123,1.8251538276672363
129,30,1.805384874343872,135,1.8305637836456299
130,186,1.809230089187622,556,1.8292148113250732
131,62,1.8059680461883545,452,1.8380475044250488
132,414,1.8360974788665771,53,1.8200819492340088
133,320,1.8352978229522705,130,1.8273236751556396
134,495,1.836618423461914,124,1.8241450786590576
135,60,1.8035647869110107,469,1.8360986709594727
136,353,1.8379123210906982,23,1.8222465515136719
137,39,1.7956621646881104,374,1.8359911441802979
138,8,1.801112413406372,116,1.8298382759094238
139,1,1.800825834274292,59,1.8212556838989258
140,66,1.8043582439422607,219,1.829291820526123
141,365,1.8334782123565674,155,1.8260002136230469
142,182,1.8008098602294922,428,1.8310353755950928
143,3,1.799741506576538,19,1.820028305053711
144,45,1.8048429489135742,159,1.8295085430145264
145,115,1.8084850311279297,348,1.8330233097076416
146,89,1.8052334785461426,197,1.8294906616210938
147,51,1.8244352340698242,15,1.8161811828613281
148,117,1.8019659519195557,270,1.8320398330688477
149,204,1.8311526775360107,71,1.8225469589233398
150,67,1.8055224418640137,398,1.8344762325286865
151,16,1.804109811782837,82,1.825127124786377
152,94,1.8022785186767578,209,1.8269939422607422
153,205,1.8287079334259033,76,1.8207321166992188
154,534,1.833303689956665,217,1.8247077465057373
155,305,1.8329379558563232,7,1.8169801235198975
156,15,1.8043692111968994,60,1.8247966766357422
157,43,1.8055739402770996,228,1.834294080734253
158,340,1.8326759338378906,145,1.8245105743408203
159,25,1.7976465225219727,320,1.8277628421783447
160,50,1.8193838596343994,16,1.8193838596343994
161,189,1.829073190689087,64,1.820906162261963
162,18,1.8039517402648926,48,1.8239374160766602
163,148,1.822998285293579,59,1.8154659271240234
164,333,1.8351597785949707,33,1.8231918811798096
165,517,1.8338520526885986,242,1.826159954071045
166,200,1.8279204368591309,99,1.8200907707214355
167,77,1.8045165538787842,401,1.8336520195007324
168,171,1.8093862533569336,442,1.8343777656555176
169,82,1.8044395446777344,221,1.829237461090088
170,344,1.8327698707580566,108,1.8247816562652588
171,374,1.8332622051239014,179,1.8245222568511963
172,2,1.7947511672973633,16,1.8147175312042236
173,72,1.8032829761505127,166,1.823972225189209
174,102,1.8085119724273682,209,1.832979440689087
175,383,1.8340463638305664,161,1.8252601623535156
176,241,1.8072760105133057,646,1.8353099822998047
177,34,1.8221850395202637,5,1.8191943168640137
178,205,1.8290085792541504,37,1.8189451694488525
179,223,1.8294873237609863,71,1.822448968887329
180,151,1.8086915016174316,506,1.8368823528289795
181,307,1.8339285850524902,11,1.8213963508605957
182,94,1.7977864742279053,227,1.8280725479125977
183,130,1.809511661529541,323,1.8295161724090576
184,38,1.799764633178711,183,1.8197975158691406
185,10,1.8052699565887451,251,1.8336803913116455
186,517,1.8370943069458008,112,1.8251326084136963
187,107,1.8096587657928467,303,1.8335494995117188
188,160,1.8248960971832275,64,1.8170781135559082
189,30,1.8040239810943604,379,1.8375804424285889
190,244,1.807624101638794,725,1.8376400470733643
191,18,1.7992074489593506,60,1.8192048072814941
192,52,1.8032121658325195,145,1.8235771656036377
193,179,1.8291890621185303,69,1.8207731246948242
194,135,1.8097827434539795,481,1.8378667831420898
195,447,1.8390419483184814,66,1.8222894668579102
196,19,1.8035469055175781,158,1.8284776210784912
197,420,1.832292079925537,185,1.8241112232208252
198,178,1.8302278518676758,62,1.8218441009521484
199,461,1.8338978290557861,166,1.8257074356079102
200,29,1.8034985065460205,489,1.8363943099975586
201,1,1.8014247417449951,4,1.8177406787872314
202,128,1.807610034942627,397,1.8324503898620605
203,91,1.8042347431182861,232,1.8290905952453613
204,17,1.8056814670562744,255,1.834470272064209
205,241,1.8259260654449463,96,1.816213846206665
